 = 231
often = 22
oftenaccompanied = 7
oftenclosed = 7
oftenhe = 7
ofterror = 7
ofterrorwere = 7
ofthat = 6
ofthe = 64
ofthis = 2
ofthought = 2
oftobacco = 2
ofwhitewashed = 2
oh = 15
oil = 4
oiled = 2
old = 155
oldaunt = 2
older = 10
oldsaul = 2
oldskipper = 7
olobsters = 2
ominous = 9
ominoussounds = 2
on = 661
ona = 2
onand = 2
onbobby = 2
onbut = 10
oncape = 7
once = 66
onceagainshes = 2
ondeck = 2
one = 219
oneall = 7
oneand = 7
oneanotherthat = 2
onebilly = 2
onedont = 2
oneend = 2
onefoot = 7
onehe = 7
onehundred = 2
oneit = 7
onemake = 2
oneman = 2
onenine = 2
ones = 7
onesixty = 2
onesprojected = 7
onethe = 2
onhis = 17
onif = 2
oninvincible = 2
online = 16
onlookout = 7
only = 106
onlymake = 2
onlythat = 7
onmy = 2
onseal = 7
onsettheyd = 7
onswinging = 2
onthat = 9
onthe = 30
ontheir = 7
onwardmovement = 7
ony = 2
onyour = 7
open = 79
open5skipper = 2
opened = 22
opening = 12
openinglanes = 2
openmouthed = 7
openseathus = 2
openwater = 2
operationchapter = 7
operationmeantime = 2
opinion = 7
opportunity = 6
opposed = 7
opposite = 2
oppressed = 2
oppressedthem = 2
optimistic = 7
or = 313
or1e91e3if = 2
ora = 2
orcorrupt = 2
orcreating = 2
ordeath = 7
ordeceived = 7
order = 8
ordered = 6
orderpass = 2
orders = 13
ordesperately = 2
ordestroy = 2
ordistribute = 2
orentity = 2
organized = 4
original = 12
originally = 7
originator = 2
orincidental = 2
orindirectly = 2
ornot = 7
ornotfor = 2
orreuse = 9
orthe = 2
orthey = 2
osmond = 24
osmondto = 2
ostensibly = 2
othe = 2
other = 101
otherby = 2
otherend = 2
otherformany = 2
othernevertheless = 2
othernow = 7
others = 17
others1dthe = 2
otherwarranties = 2
otherwas = 7
otherways = 2
otherwise = 15
othey = 7
otter = 7
ought = 6
ounce = 2
our = 29
ourswell = 2
oursyoull = 2
out = 458
outa = 2
outafore = 7
outcome = 4
outcry = 7
outdare = 7
outdated = 2
outelizabeth = 2
outer = 2
outfor = 7
outfrom = 9
outhis = 9
outin = 7
outing = 7
outisnt = 7
outline = 19
outlinesto = 2
outlying = 7
outnumbered = 4
outnumbers = 2
outof = 4
outold = 2
outport = 2
outports = 13
outrage = 2
outside = 11
outthat = 7
outthen = 2
outtwill = 7
outwith = 4
over = 211
overboy = 7
overcame = 7
overcast = 7
overcome = 2
overcometurned = 2
overdowndown = 7
overeli = 7
overhanging = 7
overhangingrock = 7
overhead = 18
overhis = 2
overland = 4
overno = 2
overreachedlost = 2
overset = 2
overstill = 7
overthe = 12
overto = 7
overturn = 2
overturnbilly = 7
overturned = 9
overturning = 7
overwhelm = 7
overwhelmedcaptain = 2
overwith = 2
owe = 7
own = 74
owner = 10
owners = 4
ownership = 2
owns = 4
oxa = 2
pace = 4
paced = 6
paces = 7
pacing = 2
pack = 87
packand = 7
packanother = 2
packed = 8
packll = 7
packlook = 2
packof = 2
packs = 4
packthats = 2
packthe = 2
paddle = 10
paddled = 19
paddledonat = 7
paddlejust = 7
paddlepunt = 7
paddles = 10
paddlesinto = 7
paddlessteady = 7
page = 11
pages = 9
paid = 23
pain = 4
painfully = 9
painted = 2
painterthe = 7
paintertopsail = 7
pairs = 2
pale = 2
palm = 7
pan = 95
pan62billy = 7
pani = 7
panic = 11
panicstricken = 7
panoh = 7
pans = 56
panshow = 2
pansthe = 7
panswidely = 2
panted = 4
pantedhis = 2
pantill = 2
paper = 2
paperwork = 2
paragraph = 20
paragraphs = 6
pardon = 12
parents = 7
parentsthey = 2
parishillustrated = 7
parishillustratedillustrationnew = 7
parley = 2
parsonof = 2
parsons = 4
part = 44
partdeferentially = 2
parted = 4
partedan = 4
participate = 2
particular = 9
particulara = 2
particularly = 6
parties = 8
parting = 2
partner = 42
partnerbobby = 10
partnerbobbys = 7
partnerbut = 7
partnerchapter = 7
partnerll = 7
partnermy = 7
partners = 10
partnersand = 7
partnershipruddy = 7
partnersjus = 7
partnersyouan = 7
partnerthe = 7
parts = 11
party = 30
partyreturn = 2
pass = 38
passage = 19
passagethe = 2
passbeyond = 2
passed = 40
passedthe = 7
passenger = 2
passes = 2
passing = 12
passinthe = 2
passive = 2
past = 33
pastchapter = 7
pasthis = 7
pastit = 7
pastwhen = 2
pastwonderful = 7
patch = 4
patches = 2
patchessheets = 2
paternoster = 7
path = 47
paths = 9
paththe = 2
patience = 6
patienceagain = 7
patter = 10
pattinghim = 7
paul = 2
pause = 18
paused = 17
pausemidnight = 2
pausethe = 2
pavement = 2
paw = 22
pawed = 7
pawing = 7
paws = 10
pay = 4
paying = 6
payments = 4
paymentsmust = 2
peaceably = 2
peacefullysleeping = 2
peak = 2
peaks = 2
peaksand = 2
peal = 2
peculiar = 7
peep = 11
peepinground = 7
peered = 4
pellmell = 7
pelt = 14
peltgo = 2
pelts = 2
peninsula = 6
peninsular = 2
pennant = 2
people = 19
peppery = 2
perceive = 2
perceived = 13
perceivedsweep = 7
perceivedtom = 7
perceivedunlash = 2
perceiving = 2
percentage = 2
perceptible = 2
perceptiblyan = 2
perceptiblyvividly = 2
perfect = 2
perfectfaith = 2
perfectlyadapted = 2
perfectprotection = 2
perforce = 2
perform = 2
performances = 2
performed = 2
performing = 4
perhaps = 14
perhapswhatever = 2
peril = 28
perilous = 21
perilously = 2
perilsand = 7
periltis = 2
perilwas = 2
perilwhats = 2
periodic = 2
periodicalsthe = 7
perishes = 7
permanent = 2
permission = 15
permissionif = 2
permit = 7
permitand = 2
permitted = 11
permittedby = 2
persevered = 2
persisted = 2
person = 10
persuade = 7
persuaded = 9
persuadedthat = 2
perverse = 2
petted = 7
pg = 2
pglaf = 2
phosphorescence = 2
photographs = 7
phrase = 6
physical = 4
pick = 13
picked = 22
picks = 2
picture = 7
picturesquely = 7
pieces = 14
pigeon = 4
pile = 2
piled = 2
pilin = 2
pinafore = 7
pinafores = 2
pipe = 4
piping = 2
pipingmerrilyway = 2
pirates = 7
pitch = 6
pitched = 4
pitching = 2
pitchy = 7
piteous = 2
pitfalls = 2
pitiable = 2
pity = 9
place = 65
placeas = 2
placed = 2
placehe = 7
placehere = 7
placein = 7
places = 27
placesails = 7
placeshould = 7
placesinging = 2
placidly = 2
plain = 22
plainer = 2
plainest = 2
plainly = 7
plainsightmany = 2
plaintive = 2
plan = 11
planking = 2
planks = 2
planted = 2
plates = 2
platesbilly = 7
platform = 13
platformwith = 2
play = 11
playing = 7
pleaded = 9
pleading = 7
pleasant = 2
please = 8
pleased = 12
pleasingperceiving = 2
pleasurablytingling = 7
plied = 2
plunged = 7
plungedhimself = 2
pocket = 2
pocketarchie = 2
pockets = 2
pocketsfor = 2
point = 61
pointed = 17
pointing = 6
pointno = 2
points = 13
pointsnow = 2
pointtossing = 7
pointwhere = 7
poised = 4
poking = 2
pole = 4
polished = 2
pond = 6
ponderous = 2
poor = 17
pop = 2
popped = 2
popularly = 7
pork = 9
port = 32
portin = 2
portside = 2
portsthank = 2
portugal = 2
position = 17
positiona = 2
positionhell = 2
positionstern = 2
possess = 7
possessed = 13
possession = 2
possessionif = 2
possessionwith = 2
possibilities = 10
possibility = 9
possible = 13
possibleto = 7
possibly = 7
post = 2
posted = 2
postedwith = 2
postmaster = 2
postoffice = 2
postofficean = 2
pot = 9
pots = 4
poulpeor = 7
pound = 2
pounds = 7
poured = 7
powderand = 7
power = 18
powerful = 13
powerfulnewfoundland = 7
practiced = 2
prayed = 7
prayermeeting = 2
precaution = 7
precipitate = 4
predicamenthe = 7
predicamentthus = 2
prepare = 9
prepared = 19
preparedto = 2
preparing = 2
presence = 9
present = 2
presentdaybrooklyn = 7
presentlythe = 2
preserve = 2
pressed = 2
pressing = 7
pressure = 17
pretty = 15
prevent = 2
previous = 2
preystriking = 2
price = 2
pride = 7
pridethe = 7
prime = 7
princes = 7
principal = 2
print = 9
printed = 2
printededitions = 2
printing = 7
probability = 10
probably = 7
probablywould = 7
problem = 9
problem1f4except = 2
proceed = 2
proceeded = 6
proceedingfartherwonderful = 7
processing = 2
prodigally = 7
produce = 2
produced = 2
productionpromotion = 2
prof = 7
professional = 2
profit501c3 = 2
profitable = 4
profitablechapter = 7
profits = 2
progress = 20
prohibitionagainst = 2
project = 132
projectgutenberg = 8
projectgutenbergtm = 22
projecting = 10
projection = 12
projections = 7
projectionwhich = 7
prolonged = 2
promenadeover = 7
prominentlywhenever = 2
promise = 4
promised = 11
promisedclaimed = 2
promises = 7
promiseshimself = 9
promising = 7
promoting = 4
promptly = 6
prong = 7
prongs = 7
proofreadpublic = 2
properly = 7
property = 2
propertytrademarkcopyright = 2
proposed = 7
proprietary = 2
prosecuted = 2
prospect = 9
prostrate = 2
protect = 4
protected = 2
protest = 4
protestation = 7
protested = 9
protruded = 2
proud = 10
proudof = 7
prove = 10
proved = 19
provedcapn = 2
proverb = 4
provide = 14
provided = 6
providedthat = 2
providing = 2
providingaccess = 2
provision = 7
provisions = 2
provisions1f6indemnity = 2
provoke = 2
provoked = 2
prow = 2
prows = 4
pry = 7
psh = 2
pshh = 2
pshthey = 2
public = 25
publishers = 7
puff = 13
puffed = 2
puffs = 2
pull = 27
pulled = 27
pulledcautiously = 7
pulledover = 7
pulledwith = 9
pullwhen = 2
pump = 2
pumppump = 2
punctuation = 2
punitive = 2
punt = 129
puntbobby = 7
puntbut = 7
puntchapter = 7
puntfar = 7
puntgo = 7
punthispunthe = 7
punts = 37
puntso = 7
puntthrough = 7
puntwhen = 7
pup = 2
puppy = 7
pure = 2
purpose = 14
purpose1f5some = 2
purposeon = 2
purposesuch = 2
pursued = 7
pursuit = 6
push = 20
pushed = 20
pushing = 2
pushoffold = 2
put = 77
puts = 15
puzzle = 7
puzzled = 9
puzzledtis = 7
puzzling = 9
qualitiesand = 2
quality = 2
qualitytis = 7
quarrel = 2
quarrelsome = 2
quarry = 2
quarrys = 2
quarter = 6
quarterboat = 2
quarterhe = 7
quarterthe = 2
quavering = 2
queer = 31
question = 27
questionbeg = 2
questionof = 7
questionoffuntil = 2
questions = 13
quick = 27
quickas = 2
quickbillys = 2
quickcan = 2
quickly = 17
quicklyfell = 2
quicklysnatched = 2
quicklyto = 7
quickslap = 2
quickthe = 2
quiet = 50
quieted = 2
quietednot = 2
quietedpush = 2
quietly = 42
quietlyall = 2
quietlythe = 2
quietlythrough = 2
quit = 2
quite = 26
quitedisbelieved = 7
quiteimpracticable = 7
quiver = 4
quivered = 4
quivering = 2
quoting = 2
race = 6
raced = 2
racked = 2
racquet = 13
raftin = 4
rafts = 7
rage = 4
raggles = 2
ragsand = 2
rail = 4
railthe = 2
rain = 2
raise = 2
raised = 27
raisedhis = 2
raisethe = 2
ram = 10
rambles = 7
rammed = 2
ran = 69
random = 7
range = 2
ranger = 4
rannimbly = 2
rapidly = 12
rapturously = 2
raspi = 7
rate = 14
ratemaybe = 2
rather = 20
rations = 2
rattledover = 2
rattling = 2
reach = 43
reacha = 7
reached = 22
reaching = 2
read = 21
readable = 4
reader = 12
readers = 7
readerspellboundnashville = 7
reading = 2
reads = 7
ready = 31
readyarchie = 2
readyvery = 2
readywhen = 7
real = 7
realdevilfish = 7
reality = 2
realization = 2
realized = 4
realizedthat = 2
really = 2
realtis = 7
reappearance = 7
rear = 2
reared = 15
rearing = 7
reason = 33
reasonable = 4
reasonback = 7
recall = 10
receipt = 4
receive = 2
received = 14
receiving = 2
recently = 7
reckless = 7
reckon = 2
recognized = 7
recollectionswell = 2
record = 7
recover = 14
recovered = 13
red = 15
reddishbrown = 7
redistribute = 2
redistributing = 4
reduced = 4
reducing = 2
reef = 12
reefed = 2
reefedforesail = 2
reefs = 7
reeled = 2
reeling = 7
reference = 2
references = 4
referred = 2
refrainsure = 2
refuge = 7
refund = 16
refundif = 2
regain = 7
regaining = 2
region = 7
regions = 2
registered = 4
regret = 4
regrets = 7
regretted = 2
regular = 4
regulatingcharities = 2
related = 2
released = 6
relief = 6
relieve = 2
relieved = 2
remain = 2
remained = 2
remaining = 2
remains = 2
remark = 2
remarked = 2
remarkedcapn = 2
remedies = 2
remember = 2
rememberwas = 7
remote = 7
remoteoutports = 2
remotetimes = 7
remotewidely = 7
remove = 4
removed = 2
removedof = 2
renamedcreating = 2
renew = 7
repeated = 20
repeateddisappointment = 2
repeatedgive = 2
repeating = 4
repeatingitself = 2
repetition = 2
replace = 2
replacement = 10
replenished = 7
replied = 38
repliedconfidentlyarchie = 2
repliedtis = 2
reply = 22
replycook = 2
replyhuh = 2
replyit = 2
report = 24
reported = 6
reportedbroken = 2
reportedto = 7
reportnow = 2
reports = 2
representations = 2
representative = 2
reprint = 7
republics = 2
repulsively = 7
reputable = 7
reputationand = 2
requested = 2
require = 2
required = 2
requirements = 6
requirementswe = 2
requires = 7
rescue = 18
rescued = 2
rescuefor = 7
rescueseventy = 2
rescuingskiff = 2
research = 2
resembling = 7
residence = 7
resist = 2
resistance = 2
resolute = 2
resolve = 2
resolved = 2
resolvedto = 2
respect = 4
respectful = 2
respective = 2
respite = 7
responded = 4
response = 17
responsei = 2
responsibilities = 2
responsibility = 4
responsible = 2
rest = 37
rested = 10
resting = 2
restof = 9
restoh = 2
restore = 4
restored = 2
restrictions = 9
restthere = 2
result = 2
resultrage = 7
retained = 7
retarded = 2
retorted = 2
retracedhis = 7
retreat = 4
retreating = 2
return = 37
returnbut = 7
returned = 22
returnednot = 7
returnfor = 2
returning = 16
returninga = 2
returnonce = 7
returnso = 7
returnthe = 2
revealed = 11
revell = 13
revengeyes = 2
revive = 2
revived = 2
reward = 2
rewarded = 10
ribs = 2
rich = 2
richmond = 7
riddle = 10
ride = 16
ridegazed = 2
rideout = 7
rides = 2
ridesharply = 2
ridicule = 7
ridiculed = 2
ridiculousfigure = 2
riding = 6
rifle = 2
rifles = 2
rigging = 11
riggingand = 2
riggingtis = 2
right = 112
rightbilly = 2
righted = 13
rightmake = 2
rightof = 2
rightone = 7
rights = 4
rightseeking = 7
rightsthe = 7
rightsthieves = 2
rigidly = 7
rim = 2
ring = 7
ringing = 13
rippedup = 2
ripplesflashed = 2
rise = 18
risen = 8
rises = 7
rising = 40
risingclouds = 2
risingswiftlyat = 7
risk = 34
riskhe = 2
risking = 2
risksomething = 7
rival = 4
rivals = 4
road = 15
roads = 10
roar = 7
roared = 19
roareda = 4
roaredarchie = 2
roaredfrom = 2
roaredhemhem = 2
roaring = 11
robbedbut = 2
rock = 78
rockhe = 7
rocki = 7
rockof = 7
rocks = 57
rocksa = 7
rockseli = 7
rocksnotwithstanding = 7
rocksthe = 9
rockthe = 7
rocky = 23
rode = 9
rodney = 31
rodneyhad = 7
rodneypatience = 7
rodneyssailsi = 7
roll = 13
rolled = 4
rollicking = 2
romps = 7
roof = 2
room = 19
roomthere = 2
roomy = 7
rootsthey = 7
rope = 30
rose = 20
roseand = 2
rosy = 4
roth = 4
rotten = 16
rough = 35
roughice = 7
roughly = 2
round = 43
roundabout = 4
roundbottom = 7
rounded = 9
rounding = 7
roundit = 7
roundlyand = 2
roundso = 7
roused = 11
route = 9
row = 10
rowclose = 7
rowed = 18
rowers = 2
rowing = 10
rowingthe = 7
royalties = 2
royaltiesspecial = 2
royalty = 2
rubber = 2
rubbery = 2
rubbing = 4
rudder = 2
rudderwhat = 7
ruddy = 118
ruddycove = 2
ruddycovebefore = 2
rueful = 2
ruffled = 2
rugged = 10
ruin = 2
rulesset = 2
rumble = 7
rumbling = 2
run = 46
rung = 11
running = 17
runningand = 2
runs = 14
ruse = 2
rush = 20
rushed = 4
rushing = 4
ruttshe = 2
s = 2
sack = 7
sad = 2
sadly = 9
safe = 60
safebut = 7
safefor = 2
safely = 11
safety = 7
saga = 2
sagelysure = 2
said = 538
saidan = 2
saidbilly = 7
saidfor = 7
saidgood = 2
saidif = 2
saidis = 2
saidthat = 9
saidwhat = 7
saidwhen = 2
saidyoure = 7
sail = 47
sailed = 6
sailing = 4
sailno = 2
sails = 15
sailsa = 2
sailto = 2
sake = 2
salmon = 21
salmonbobby = 7
salt = 9
salute = 2
same = 39
samething = 7
sammy = 10
sandy = 2
sank = 11
sat = 36
satisfied = 2
saul = 12
save = 46
saved = 14
savelifethat = 7
saving = 7
savingintelligencebobby = 7
saw = 66
sawa = 2
sawebenezer = 2
sawwhats = 2
say = 32
saybut = 9
saygray = 7
says = 17
saysi = 10
saythe = 2
saywhen = 2
sayyes = 2
scale = 16
scanned = 9
scannedthe = 2
scanty = 7
scare = 4
scared = 7
scarf = 2
scarred = 7
scattered = 14
scatteredthroughout = 2
school = 10
schooner = 56
schoonerand = 2
schoonerrescue = 2
schooners = 4
scoff = 2
scolding = 7
score = 2
scornfully = 6
scowlbut = 2
scowled = 7
scrambled = 2
scrambledto = 7
scrambleout = 7
scraped = 2
scream = 9
screamed = 34
screamedarchie = 2
screaming = 4
screams = 4
screw = 8
screwsteamer = 2
scruff = 10
scuddingclouds = 2
scuffling = 2
scull = 2
sculled = 7
sculp = 2
sculpin = 4
sculping = 4
sea = 203
seacaptains = 2
seaclever = 7
seacoast = 7
seacoastpage = 2
seacold = 7
seafoamwhen = 2
seahurrah = 2
seai = 7
seal = 33
sealer = 6
sealers = 8
sealhunt = 2
sealhunters = 10
sealhunting = 10
sealin = 4
sealing = 8
sealingchapter = 2
sealkilledi = 2
sealoil = 2
seals = 57
sealsa = 2
sealsbill = 2
sealsblack = 7
seamanship = 2
search = 20
searched = 6
searching = 6
searoom = 7
seas = 12
seasbreakin = 7
seaslong = 7
seasonthrough = 2
seat = 20
seatake = 2
seated = 7
seathe = 7
seathey = 2
seatpush = 2
seats = 2
seawardall = 7
seawas = 9
seawater = 7
seawhich = 2
seaworthy = 2
second = 74
secondim = 2
secondopportunity = 2
secondto = 2
section = 4
sections = 2
secure = 7
secureand = 2
securein = 2
security = 2
securitywas = 7
see = 105
seed = 19
seedhim = 2
seefrom = 7
seehttpsarchiveorgdetailsadventuresofbill00duncuoftthe = 7
seeing = 2
seek = 12
seeking = 2
seem = 12
seemaybe = 7
seemed = 66
seemedeven = 2
seen = 19
seenbut = 2
seenlukies = 2
sees = 13
seine = 7
seizedwith = 7
selected = 7
selfish = 2
selfpossession = 19
selfpossessionfor = 7
selfpossessionno = 2
selfreliance = 7
sell = 10
send = 17
sending = 2
sense = 12
senses = 7
sensesillustration = 2
sensible = 2
sensitiveness = 2
sent = 21
sentence = 11
sentences = 2
separate = 4
separationof = 2
september = 9
septemberit = 7
serious = 4
seriously = 2
serve = 7
served = 9
serviceable = 7
serviceneed = 2
servicethe = 2
set = 61
setforth = 2
setits = 2
setmake = 7
setoff = 7
setout = 7
sets = 9
setting = 7
settle = 2
settled = 2
settlement = 13
seven = 11
seventeenth = 2
several = 6
severed = 7
severely = 2
severethere = 7
sfairbanks = 2
shaded = 2
shadow = 15
shadows = 11
shadowy = 6
shaft = 11
shag = 34
shagcliff = 7
shaggy = 2
shake = 14
shaken = 7
shakingi = 2
shaky = 7
shall = 13
shallowat = 7
shallows = 7
shambles = 2
shame = 9
shamechapter = 7
shameof = 2
shamethe = 2
shape = 2
shaped = 2
shapeda = 2
share = 10
sharedwith = 2
sharing = 2
sharp = 24
sharpes = 2
sharply = 6
sharplyan = 2
sharpword = 2
she = 171
sheathed = 2
shecould = 2
shedoes = 2
sheep = 7
sheer = 10
sheet = 13
sheetand = 7
sheets = 7
shehas = 2
shelf = 4
shell = 7
shellthey = 2
shelter = 26
sheltered = 15
shelteredspace = 2
shelterof = 2
shelving = 10
shes = 21
shestruck = 2
sheve = 4
shewas = 11
shewould = 2
shield = 2
shielded = 9
shift = 9
shifted = 7
shifting = 14
shine = 7
shining = 9
ship = 130
shipchapter = 7
shipmates = 4
shipmatesi = 2
shipped = 14
shippedthe = 2
shipping = 7
ships = 16
shipscourseif = 2
shipsim = 2
shipthe = 6
shipwards = 2
shipwhile = 2
shipwreck = 7
shirt = 4
shiver = 4
shivered = 9
shivering = 4
shiverthe = 2
shock = 16
shocks = 2
shod = 2
shone = 8
shook = 21
shoot = 7
shootingfrom = 2
shop = 2
shore = 86
shoreall = 10
shoregood = 7
shorehalf = 2
shoremore = 2
shores = 7
shorethe = 7
shoreward = 7
shorn = 2
short = 30
shorter = 7
shortest = 16
shortestwayyoull = 2
shortrun = 7
shot = 28
should = 44
shoulder = 16
shoulderdo = 2
shoulderpraise = 2
shoulders = 18
shouldersskipper = 7
shouldersthe = 7
shouldhave = 9
shouldnot = 2
shout = 2
shouted = 63
shoutedim = 7
shoutedin = 7
shoutedthere = 2
shoutedtis = 2
shouting = 4
shouts = 2
show = 14
shower = 4
shows = 10
shrank = 7
shrinking = 7
shrouds = 2
shroudsshes = 2
shroudsthe = 2
shrub = 13
shruba = 7
shudder = 7
shuddered = 13
shudderedchapter = 7
shudderedis = 7
shuffled = 10
shut = 7
shyest = 2
sick = 13
side = 68
sidelay = 2
sides = 9
sidetake = 7
sidethat = 2
sidewas = 7
sighed = 9
sight = 64
sightbilly = 7
sighted = 14
sightedchapter = 7
sightedof = 2
sighthe = 2
sightof = 7
sightthey = 7
sign = 18
signal = 27
signaled = 2
signalled = 10
signalledthe = 2
significance = 2
significant = 7
significantterrifying = 7
signified = 7
signify = 2
signs = 14
silence = 10
silencebill = 7
silenced = 2
silencevast = 2
silent = 13
silently = 2
silver = 7
similar = 2
similaroccasions = 2
simple = 12
since = 9
sincewe = 2
sing = 2
singing = 2
singleinstance = 7
sink = 8
sinkdowndownas = 7
sinking = 13
siphontube = 7
sipped = 2
sir = 155
siran = 7
sirarchibald = 2
sirbackthe = 7
sirbilly = 2
sircall = 2
sirfootnote1 = 7
sirhe = 2
sirhear = 2
sirid = 2
sirif = 2
siris = 2
sirit = 2
sirs = 2
sirtake = 2
sirthe = 8
sirthis = 2
sirturn = 2
sirwhen = 4
sirwho = 2
siryoure = 2
sit = 9
site = 8
sits = 10
sitting = 11
situated = 7
situation = 37
situationchapter = 7
situationit = 2
situationso = 2
situationwas = 9
six = 30
sixbill = 2
sixmiles = 7
sixteen = 4
sixteenth = 11
sixteenthis = 2
sixty = 18
sixtymen = 2
size = 15
sizehe = 7
skated = 2
skiff = 17
skiffit = 2
skillful = 2
skin = 11
skinning = 2
skins = 10
skinwhich = 2
skippedout = 2
skipper = 137
skipperdoes = 2
skipperif = 2
skippermornin = 2
skipperno = 7
skipperperceived = 2
skippers = 4
skippersure = 7
skipperthats = 7
skipperthe = 11
skipperwagged = 7
skipperwho = 9
skirting = 4
skull = 2
skullhead = 2
sky = 63
skya = 2
skyas = 7
skylike = 2
skyseems = 2
skywas = 2
slapped = 4
slaughteredoffhand = 2
sledhe = 7
sleepers = 2
sleepthe = 7
sleepy = 2
slender = 14
slid = 2
slight = 17
slightest = 7
slightlifting = 7
slightly = 2
slimy = 2
slip = 6
slipped = 21
slippedhis = 7
slippedinto = 2
slippedquietly = 2
slippedunder = 7
slippered = 2
slippery = 2
slippin = 7
slipping = 2
slob = 4
sloop = 13
slow = 26
slowin = 2
slowly = 47
slowlycreeping = 7
slowlysinking = 2
sludge = 4
sluggish = 2
sluggishly = 4
slumbered = 2
slung = 2
slunk = 2
slyly = 2
small = 36
smallcyclone = 2
smaller = 2
smalllandlocked = 7
smallscattered = 7
smashes = 2
smile = 8
smiled = 9
smilewhen = 2
smiling = 16
smoke = 10
smoked = 2
smoking = 2
smooth = 7
smoothedhis = 2
smoothly = 2
snails = 2
snakelike = 7
snap = 7
snapped = 6
snapping = 9
snarl = 10
snarled = 2
snarlingto = 2
snatch = 7
sneeringutterly = 2
snooks = 4
snooksarmat = 2
snorted = 2
snortertheys = 2
snorting = 2
snow = 88
snowall = 7
snowby = 2
snowdrifts = 2
snowoh = 7
snowreflected = 7
snowswirling = 7
snugly = 2
snuglystowed = 2
so = 252
soak = 2
soaring = 7
sobbed = 15
soberly = 2
sobobby = 7
sobs = 12
sociable = 2
socket = 7
socketsstopthe = 2
soft = 6
soften = 12
softly = 8
sohe = 10
sointent = 2
sol = 6
sold = 10
solemn = 2
solemnly = 7
soles = 2
solicit = 4
solicitation = 2
solicitous = 2
solid = 30
solidice = 2
solitude = 2
solvedthe = 7
somany = 7
some = 117
somehow = 7
somehundred = 2
somemeasure = 7
somepart = 2
something = 50
somethingof = 7
sometimes = 22
somewhat = 27
somewhatmerrier = 7
somewheres = 13
somewhereso = 7
somewherewhere = 7
somuch = 7
somumbled = 2
son = 48
sonand = 2
soncome = 2
sonear = 2
song = 2
songwhich = 2
sonha = 2
sonoh = 2
sons = 9
soon = 91
sooner = 7
soonerbegun = 2
soonhe = 7
soonit = 7
soonobliterate = 7
soonswallowed = 2
soonturns = 2
soothing = 7
sopeculiar = 2
sore = 9
sorely = 2
sorry = 13
sort = 4
sothey = 7
soueastan = 2
sought = 18
soughtsave = 2
sound = 31
sounded = 6
sounding = 6
sounds = 11
soundsave = 2
south = 16
southamerican = 2
southcoast = 7
southerlydirection = 2
souththe = 7
southwest = 11
souwestskipper = 7
sowhen = 2
sowith = 7
space = 23
spainand = 2
spar = 4
spars = 2
sparsand = 2
speak = 2
speakbut = 2
speakers = 2
special = 7
species = 10
specific = 2
specified = 4
specimens = 10
specimenwascaptured = 7
specksblack = 2
spectator = 7
speculation = 7
sped = 7
speech = 4
speechchapter = 7
speechhe = 2
speechin = 2
speechless = 2
speed = 54
speedahead = 2
speedcrowded = 2
speedhalf = 2
speeding = 2
speedthen = 2
spell = 2
spellat = 2
spend = 4
spenda = 2
spending = 2
spent = 2
spenttis = 7
spied = 2
spinning = 7
spirit = 17
spiritchapter = 2
spirits = 9
spite = 2
splash = 13
splashed = 2
splashing = 9
splendid = 7
splendidly = 2
splinter = 7
splinterfather = 7
splinters = 12
splintersshes = 2
spoke = 2
spoken = 17
sport = 16
sports = 2
sportswatching = 2
spose = 24
sposei = 2
spot = 7
spotlessreputation = 2
spotmy = 7
spots = 10
spotted = 2
spouting = 2
sprawl = 2
sprawled = 2
sprawling = 2
spray = 19
sprayhad = 7
spraywere = 2
spread = 20
spreading = 2
spreadsinto = 7
spring = 32
springa = 2
springand = 2
springthey = 7
sprisedthatcaptain = 2
sprung = 4
spume = 9
spun = 2
spur = 2
squalls = 7
square = 6
squareedinburgh = 7
squat = 2
squatted = 2
squatweatherworn = 7
squid = 93
squidnotwithstanding = 7
squids = 25
squidscame = 7
squidsfrom = 7
squidspassed = 7
squint = 7
squirter = 7
squirting = 7
squirts = 7
st = 20
staff = 2
staffplease = 2
stag = 13
stagesall = 2
stagethese = 7
stagger = 7
staggered = 17
staggering = 9
stair = 2
stairbilly = 2
stalwart = 2
stammered = 2
stammeredhas = 2
stamped = 7
stand = 31
standing = 13
standingby = 2
stands = 9
standsquarely = 2
standstillstuck = 2
star = 45
starboard = 18
starboardthe = 2
stared = 33
staredtis = 7
stareyes = 2
starhunters = 2
starkeep = 2
stars = 2
start = 20
started = 20
startedcome = 2
startif = 7
starting = 7
startingpoint = 7
startled = 2
starvation = 7
starved = 7
state = 10
statement = 4
statements = 2
states = 22
statesif = 2
statesus = 2
station = 4
status = 6
staunch = 4
stay = 11
stayed = 2
stayin = 2
stays = 2
steada = 2
steadily = 14
steadilypull = 2
steady = 14
steadybilly = 7
steadyfor = 7
steadyher = 7
stealin = 2
steam = 4
steamed = 6
steamedoff = 2
steamer = 21
steamers = 2
steamship = 2
steel = 9
steely = 2
steep = 7
steepsubmerged = 2
steering = 7
steersman = 4
steersmanwales = 2
stem = 12
step = 22
stepped = 11
stepping = 11
steps = 9
stepwithout = 2
stern = 37
sternforemost = 2
stick = 14
stiff = 16
stiffen = 2
still = 103
stilldeeper = 2
stillgasping = 2
stillthere = 9
stillwith = 2
stimulated = 2
stinging = 2
stir = 7
stirred = 9
